text,user,ts
"<!channel> 
リマインド :partying_face: 明日です :+1: 多数のご参加お待ちしております :+1: 
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1755489603441039|https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1755489603441039>",古川格(運営),2025-08-25 13:31:44.498099
"本日の自習室利用予定
8月23日22時0分よりwebサイト作ろう会

",U04AT4PJ8FR,2025-08-23 13:43:23.297479
"本日の自習室利用予定
8月23日21時30分より運営ミーティング

",U04AT4PJ8FR,2025-08-23 13:43:23.019909
"<!channel>
*第2回生成AIキャッチアップ会* :rocket:
*8月26日（火）22:00～23:00（オンライン）*
生成系AIの進化が早すぎてもはや一人ではとても新しいツールやサービス、事例などについていけない:melting_face:てなわけで、気になる話題をみんなで持ち寄って情報交換する会の第2回です。

前回は大変盛り上がり、Adobe Firefly、Whisper、Google Veo、Deep Research + NotebookLMなど、多岐にわたる話題で情報交換できました！
この会では生成AIについて雑談した後、その雑談内容をAIで記事にまとめるという「メタ的な構成」を試してみています！

参加方法 :computer:
前回と同様、聞くだけ参加も大歓迎です！
気軽にご参加いただけたらと思います :blob-wave:

ぜひご参加ください :blob_cheer:

前回の内容はこちら
<https://ai-catchup-meeting.pages.dev/|AIによるまとめサイト>",古川格(運営),2025-08-18 13:00:03.441039
"Re:<@U02TAULQQ0L> 
本日､RYO-FU AI SCHOOLから落選の通知が届きました :sweat_smile: 自分だけで勉強するのも無理なのでこちらで勉強させて頂きたいと思います :pray: また､耳だけの参加になると思いますがよろしくお願いします :blush: ",眞子 美幸,2025-08-22 18:17:53.188189
Re:こんばんわ！本日も耳だけ参加させていただきます:smile:,眞子 美幸,2025-08-26 22:00:42.431609
Re:こんばんわ！事務職をしております眞子です。後方事務担当で今後、職場でも生成AI活用が必須になっていくと思いますので勉強させていただきたいと思います。よろしくおねがいします。,眞子 美幸,2025-08-26 22:09:11.457349
Re:実際に目で見るとわかりやすいですね:sweat_smile:私も業務で数値をエクセルシートで入力して作ったりしますが、こんなグラフをささっと作れたらいいですね:sparkles:,眞子 美幸,2025-08-26 22:15:15.677969
"Python勉強会終了しました:blob_smile_happy_eyes:参加の皆様ありがとうございました:+1:
OpenAIのAPIの基本的な呼び出し方から、環境変数を使ったAPIキーの安全な管理方法、別のPythonファイルからの関数呼び出しなどを実践してみました:blob-wave:
来月も引き続き実施していきたいと思います:blob-wave:
是非ぜひお気軽にご参加ください:+1:",古川格(運営),2025-08-17 23:33:08.914909
"本日のZOOMリンクと資料です:blob_smile_happy_eyes:
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>

<https://hagakure-api-study2025.pages.dev/>",古川格(運営),2025-08-17 19:48:22.155349
"本日の自習室利用予定
8月17日21時30分よりPython勉強会

",U04AT4PJ8FR,2025-08-17 13:43:22.528109
"<!channel>
リマインドです:blob-wave:
Python書き書きしましょう:fire:
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1754708400809879>",古川格(運営),2025-08-15 12:00:01.766059
Re:急用の為、残念ですが勉強会に参加できなくなりました。急な連絡ですみません。また是非参加したいです。,寺脇 千登勢,2025-08-17 19:52:37.987409
Re:こんばんわ！よろしくお願いします,眞子 美幸,2025-08-17 21:29:01.639289
Re:9時35分から始めます,古川格(運営),2025-08-17 21:31:09.959659
Re:チャットはこちらへお願いします,古川格(運営),2025-08-17 21:31:21.843889
Re:耳だけ参加させていただきます:woman-bowing:,後藤江見,2025-08-17 21:31:24.404879
Re:<https://platform.openai.com/docs/overview>,古川格(運営),2025-08-17 21:41:14.943709
Re:今日間に合わないので欠席します。 :bow: ,山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-17 21:43:47.604039
Re:遅くなりました。インストールできました,眞子 美幸,2025-08-17 21:53:21.946939
Re:ChatGPTから返信帰ってきたよ:blob-wave:,古川格(運営),2025-08-17 22:03:23.909059
Re:ちょっと見直してみます:man-bowing:,shinnya tsurumaru,2025-08-17 22:12:45.193459
"Re:```responses```
この”ｓ”がぬけていました！",shinnya tsurumaru,2025-08-17 22:15:29.026039
Re:!touch .env,古川格(運営),2025-08-17 22:24:49.100779
"Re:```New-Item .env```
",古川格(運営),2025-08-17 22:31:23.620429
Re:すみません。COLABの場合は、”!touch .env”をエディタ内に記載すればよかったでしょうか？？,shinnya tsurumaru,2025-08-17 22:46:49.219329
Re:<https://qiita.com/kskt55/items/db733908004787f6e61d>,古川格(運営),2025-08-17 22:47:39.760969
Re:QIITAの記事と同じようになりました。:man-bowing:,shinnya tsurumaru,2025-08-17 22:58:51.086319
Re:今日も大変勉強になりました。いつも教えていただきありがとうございます！お疲れさまでした:blush:,後藤江見,2025-08-17 23:09:35.828129
"Re:<@U02TAULQQ0L>
本日もありがとうございました:bow:毎回自分の出来なさ加減には嫌になりますが、嫌な顔せずお付き合いいただきありがとうございます:sob:来月までにはまた少しレベルアップして参加できればと思います:+1:",眞子 美幸,2025-08-17 23:11:50.068489
"Re:<@U095FJCNZ39>
とんでもないです:blob_smile_happy_eyes:こちらもアウトプットするのが何より勉強になっていると思っております:blob_smile_open_mouth2:今後ともお付き合いください:ありがとう:",古川格(運営),2025-08-17 23:29:05.328439
"Re:<@U02TAULQQ0L>
こんばんわ:blush:日曜日の勉強会のブログをスクロールで作って下書きとして保存してみましたが、質問があるので教えてください:pray:
①プロモートのセクションは何も入力しなくてもOKでしょうか
②自分の書いたブログをプレビューで確認すると、猫の顔と自分の名前が出てるので、できれば両方とも変えたいので変更の仕方を教えてほしいです:sweat_drops:

お忙しいときにすみません:cyclone:お時間があるときでかまいませんのでご教授願います:sweat_smile:",眞子 美幸,2025-08-20 22:05:20.486949
"Re:<@U095FJCNZ39> 
おお、ブログ書かれたのですね :partying_face: 
プロモート欄は、URLに表示したいページ名の欄に半角英数でブログのURLになる文字列を入れてください :pray: (ここが日本語だとエラーになるため注意です)
猫とご自身の顔は、名前の横のアイコンのことでしょうか？であるなら、ブログ編集画面の左下にあるアカウント画面から変更が可能です :+1: ",古川格(運営),2025-08-20 22:41:21.481449
Re:,古川格(運営),2025-08-20 22:42:53.067559
"Re:<@U02TAULQQ0L> 
お忙しいところありがとうございます :bow: 早速やってみます :+1: ",眞子 美幸,2025-08-20 22:53:21.745169
"Re:<@U095FJCNZ39> 
なんかつまづいてますか？",古川格(運営),2025-08-21 23:36:53.245879
"Re:<@U02TAULQQ0L>
おはようございます！ご心配おかけしてすみません:smile:ブログはほぼ出来ましたが、samurai5期生のコミュニティ、ITパスポート勉強会の方にも見ていただいてからあげようかと思ってますので、来週までもうしばらくお待ちください:+1:",眞子 美幸,2025-08-22 07:36:31.532079
Re:なるほどです :blob-wave: つまづいてなければ良かったです :partying_face: 楽しみにしております :+1: ,古川格(運営),2025-08-22 07:38:56.383009
"<!channel>
*Python勉強会やります（オンライン）*
前回の続きで、OpenAIのAPIを「手書き」で叩いてみます:+1:
最新モデルのGPT-5もAPIから早速試してみましょう:sparkles:
 日時: 2025年８月17日 (日)　21時30分～
 場所: オンライン（ZOOM）
 OpenAI APIをPythonで手書き実装（requests/公式SDK想定）
 環境変数でAPIキー管理、基本のエラーハンドリング
 チャットの最小構成→プロンプト工夫→ストリーミング（時間が許せば）
 GPT-5のAPI呼び出しを実演
 参加スタイル:
 見るだけ/聞くだけ歓迎:blob-wave:
 一緒に手を動かす方は、以下の準備があるとスムーズ:blob_cheer:
 OpenAIのAPIキー（必須）
 Python実行環境 or Google Colab（どちらでもOK）
 エディタはお好みで（VS Code / Cursor / Colab など）
 対象:
 初学者～中級者。前回未参加でもOK、冒頭で流れを共有します:ok_hand:
 APIキーの取得が不安な方は当日フォローします
 うまくいかない所は画面共有で一緒に解決します:pray:
短時間でも「APIを自分の手で叩けた！」をゴールに、楽しく進めましょう:rocket:
参加希望の方は、:参加: のリアクションをお願いします:blob-wave:",古川格(運営),2025-08-09 12:00:00.809879
"Re:<@U02TAULQQ0L> 
お忙しいところ勉強会の企画ありがとうございます :+1: もしよければ勉強会開催前に前回同様､資料など共有していただけたら助かります:bow: 内容についていけるか不安なので事前に勉強したいと思います :joy: ",眞子 美幸,2025-08-09 12:15:29.111169
"Re:<@U095FJCNZ39>
<https://hagakure-api-study2025.pages.dev/>
こんな感じで行く予定です（細かい部分は変更あるかもしれません）:blob-wave:",古川格(運営),2025-08-10 12:33:58.086509
"Re:<@U02TAULQQ0L>
早速のご対応ありがとうございました:bow:
来週までに理解を深めたいと思いますのでよろしくお願い致します:blob_cheer:",眞子 美幸,2025-08-10 15:19:02.746029
Re:不明点やおかしな点ありましたらお知らせください :blob-wave: ,古川格(運営),2025-08-10 15:39:05.306209
"Re:<@U02TAULQQ0L>
事前準備を進めたいと思います:laughing:まずはOpenAIのAPIキー取得からやってみます！",眞子 美幸,2025-08-10 15:54:52.121829
"Re:<@U02TAULQQ0L>
お疲れ様です。APIキーの取得する際のクレジット登録ですが、recharge settingのところでYESのチェックをはずすだけでOKでしょうか？とりあえず$5で登録はしました。使い切ることはないと思いますが、0になっても自分でチャージしないと使用できなくなるという認識です:thinking_face:
住所も英語入力だったので、四苦八苦しながらなんとか終わりました。本当ならテストまでしたいところですが、今日はここまでにしておきますね:sweat_smile:",眞子 美幸,2025-08-10 19:37:18.940369
"Re:<@U095FJCNZ39>
お疲れ様です:blob_smile_happy_eyes:そうですね、自動リチャージにしておくと、設定額を上回った時に勝手にチャージされる設定になるのでガッツリ日常的にAPIを使う場合なんかに設定しておくといいかなと思います:+1:とりあえずオフで良いと:+1:
何気にAPIクレジットは有効期間が一年なので注意です:sweat_smile:",古川格(運営),2025-08-10 23:20:10.582429
Re:了解致しました :+1: 色んなサイトを見てたらAPIキー:key:は絶対に外部に漏らさないようにして下さい、と書いてあったので（プログラムの中に直接書いてもいけないし、GitHubにもあげてはダメ）ちゃんと管理しないと大変な事になるんだな､と少し不安になりました :sweat_smile: そこら辺も含めて勉強したいと思います :computer: ,眞子 美幸,2025-08-11 08:51:27.985199
"Re:ここは本当に大事なところですね:blob-wave:リチャージ設定入れてないので、今回は最大でも５ドルまでしか被害になりませんが、管理には注意が必要です:key:
間違ってGithubのリポジトリに直書きでAPIキーのような認証情報をあげようとすると、プッシュ時にエラーを出して拒んでくれたりします:laughing:",古川格(運営),2025-08-13 00:10:38.863289
"Re:<@U02TAULQQ0L> 
システムチェックでエラーを出して､ヒューマンエラーを未然防いでくれるのはありがたいですね :blob-clap: ついうっかりは誰にでもありますから:unun: 最近私もそんなのが増えてきたので気をつけねば:joy: ",眞子 美幸,2025-08-13 07:53:51.451189
"作り方ブログにしました :blob_smile_happy_eyes: 
<https://hagakurepgm.net/blog/mulmocast-hagakure-introduction/|https://hagakurepgm.net/blog/mulmocast-hagakure-introduction/>",古川格(運営),2025-08-04 01:17:48.770239
"一発目はチュートリアル通り作ったので英語で出てきた:laughing:字幕もオプションで追加できた。
映像の出来はこっちの方が好きだが:blob_smile_happy_eyes:",古川格(運営),2025-08-03 23:28:43.433449
"出来た:blob_smile_happy_eyes:すげえ:+1:
APIのイメージモデルと音声モデルは無料枠の対象外なので、これだけで2ドルくらいかかった:sweat_smile:",古川格(運営),2025-08-03 23:20:39.543359
"もくもくやってみる:blob_smile_happy_eyes:
<https://sss-ixw8135.slack.com/archives/C02US9KRJNB/p1754021774638559>",古川格(運営),2025-08-03 21:58:46.393879
"*８月のHAGAKURE学習室*
佐賀県産業スマート化センター様のコミュニティ補助にて提供いただいているZOOMアカウントにて、自習室を作成しております:star-struck:以下の設定、ルールにて運用を開始しますので、個人の学習に、仕事に、他の参加者とのミーティングに、お気軽にご利用ください:blob-wave:
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>

 *終日解放*
 *コミュニティ参加者のどなたでも利用が可能（リンクをこのSlack外へ漏らすことが決して無いようにご注意ください[ログは管理しております]）*
 *画面オンオフ、マイクオンオフは自由。参加者同士の会話も自由としますが、他の参加者の迷惑とならないようマナーを守って利用ください。*
 *画面共有はどなたでも利用可能な設定としています。*
 *参加者同士のテキストでのやり取りは、このスレッドのコメント欄にて行ってください。*
*その他要望、ご意見や何かトラブル等あった場合には*<@U02TAULQQ0L> *までご連絡をお願いします*:+1:",古川格(運営),2025-08-01 12:00:03.419419
"第1回生成AIキャッチアップ会終了しました。参加の皆様ありがとうございました:blob_smile_happy_eyes:
有益な情報飛び交う１時間になったのではと思います:blob_smile_happy_eyes:また来月もやりますので、お気軽にご参加ください。
また、ネタの続報やアンサー的なtipsもSlackで共有していただければと思います:blob-wave:

一回サウナを挟んだので時間空きましたが、以下30分くらいで作成しました:laughing:

ZOOM文字起こしから個人情報を削除してsonnet４で議事録まとめ（Amazon Q dev CLI）
↓
議事録テキストからOpenAI o3でグラレコ作成
↓
グラレコとテキストから、sonnet４でHTMLに記事まとめ
<https://ai-catchup-meeting.pages.dev/>
↓
会の概要テキストと議事録テキストから、notebooklmでポッドキャスト作成

この後cursorでFBの投稿記事書かせて寝ます:laughing:",古川格(運営),2025-07-30 01:22:06.673869
Adobe Fireflyを久々に触ったらえらい機能面は進化していて生成速度も速くなってますが出力されるものは試行回数ががっつりいるなぁこれ…という…(CC契約者は今月までは4000クレジットもらえる…次回からはプラン内容そのものが変わる…),吉井春樹,2025-07-29 23:42:29.432579
"ZOOMリンクです:blob-wave:ゆるっとやります
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-07-29 20:02:29.708709
"本日の自習室利用予定
7月29日22時0分より生成AIキャッチアップ会

",U04AT4PJ8FR,2025-07-29 13:43:22.386359
"<!channel> 
明日です :star-struck:とりあえずやってみて、どんな形がいいか探っていきたいと思ってます :blob-wave:
平日でもあり時間きっちりでやりたいと思います。
軽い雑談くらいのノリでぜひご参加ください :blob_smile_happy_eyes:
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1753585201008109|https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1753585201008109>
",古川格(運営),2025-07-28 18:08:20.730679
"Re:IX-Partyと合同でやれるといいのかもしれんすね
話し手はまりえちゃんに（作る人が大変...いや、まりえちゃんに作る人なんて...以下略
<https://www.youtube.com/watch?v=1Y2RXW8fSIM>",Tetsuya Shibao,2025-07-28 18:40:46.447739
"Re:<@U05GA72QWGN> 
なるほどです :blob-wave: その方向は考えてなかった。
ぜひやりたいです。",古川格(運営),2025-07-28 19:21:31.483619
"Re:<@U02TAULQQ0L> さん
もし何も議題なければで良いのですが、チャットサービスの簡単な比較表あると良いです。どれがいいか聞かれて脳死でOpenAI勧めるので。。 :melting_face: ",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-07-28 19:55:08.646459
"Re:<@U03JP4DKLQL>
なるほど :+1: ディープリサーチに作らせときます :+1: ",古川格(運営),2025-07-28 19:59:01.630689
"Re:AIブラウザのおすすめ知りたい:thinking_face:
<https://seleck.cc/ai_browser>",Tetsuya Shibao,2025-07-28 20:00:03.873249
"Re:<@U02TAULQQ0L> さん
ツールごとにDeepresarchさせたらバイアス排除できますね！",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-07-28 20:44:35.314589
"Re:よくよく自分が張ったSELECKをみたらBraveないのなんでだろう
<https://brave.com/ja/>",Tetsuya Shibao,2025-07-28 20:47:26.717839
"Re:OpenAI
<https://chatgpt.com/share/688765b1-9a70-8008-9f3e-5e177b1e9097>",古川格(運営),2025-07-28 20:58:14.279229
"Re:ZOOMリンクです:blob-wave:ゆるっとやります
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-07-29 20:02:29.708709
Re:<https://ai-catchup-meeting.pages.dev/>,古川格(運営),2025-07-29 21:28:57.687759
Re:こんばんわ:blush:本日は（家事をしながら）耳だけ参加しようと思います。スラックでの投稿もできないかもしれませんがよろしくお願いします:pray:,眞子 美幸,2025-07-29 21:48:11.697479
Re:<@U02TAULQQ0L> Cf Pagesハマってて草（便利ですよね、Wranglerでひょいとデプロイできるので,Tetsuya Shibao,2025-07-29 21:50:18.909329
Re:そうなんです。このページ思い立って作成→デプロイまで10分かかってないです :partying_face: ,古川格(運営),2025-07-29 21:51:19.405299
Re:ガンガン使ってみて慣れようという意図もあり,古川格(運営),2025-07-29 21:51:44.063219
Re:最近ハッカソンでもCf使う人増えた感、無料枠大きいのも選定としても良き,Tetsuya Shibao,2025-07-29 21:53:58.514359
Re:こんばんわ！よろしくお願いします:smile:,眞子 美幸,2025-07-29 21:58:50.358019
Re:<https://notebooklm.google.com/notebook/c0d0c1d7-e62e-41ff-ab03-6ca0bf806393/audio?fbclid=IwY2xjawLOLeVleHRuA2FlbQIxMABicmlkETFCT1o1dXJJdDFRYm1vMVlHAR4amQxgpZEbqkOGJmjaOR587ptv1ly9vLy7A8jfe8COXfKdCVQxHy2dur40ag_aem_k0e1_72ni92Mv25xRv6pyQ&amp;original_referer=https:%2F%2Fl.facebook.com%23&amp;pli=1|https://notebooklm.google.com/notebook/c0d0c1d7-e62e-41ff-ab03-6ca0bf806393/audio?fbcli[…]v6pyQ&amp;original_referer=https:%2F%2Fl.facebook.com%23&amp;pli=1>,古川格(運営),2025-07-29 21:59:59.132419
Re:質問です！zoomでリアクション押しても反応がないんですが、できないんでしょうか？,眞子 美幸,2025-07-29 22:00:13.377179
Re:挙手です,眞子 美幸,2025-07-29 22:00:50.972439
Re:そのまま、このスレでいろいろ書けばいっか,Tetsuya Shibao,2025-07-29 22:08:32.579229
Re:興味はある,Tetsuya Shibao,2025-07-29 22:09:33.137829
Re:が、機械学習入門で疲れた,Tetsuya Shibao,2025-07-29 22:09:44.847329
"Re:自己紹介
会社員（事務職）の眞子美幸です。最近会社でもMicrosoftのコパイロット使用可になったので、AIについて勉強したいと思っていますが、業務で使う際の気をつけないといけないことなんかを知りたいと思ってます。",眞子 美幸,2025-07-29 22:09:55.902109
"Re:Stable Diffusion
<https://stablediffusionweb.com/ja>",Tetsuya Shibao,2025-07-29 22:15:56.437949
"Re:*Stable Diffusion AI画像生成ガイドブック*
<https://www.amazon.co.jp/dp/4802614055>",Tetsuya Shibao,2025-07-29 22:16:37.542099
"Re:midjourney最近どうなんやろ
<https://www.midjourney.com/home>",Tetsuya Shibao,2025-07-29 22:17:37.435919
"Re:ｗｗｗ
くっそ高いな（お金も",Tetsuya Shibao,2025-07-29 22:18:58.416469
"Re:すずめの戸締まり
<https://aws.amazon.com/jp/solutions/case-studies/comix-wave-film/>",Tetsuya Shibao,2025-07-29 22:19:50.640919
"Re:うーん、いいお値段
<https://www.amazon.co.jp/rtx-12gb/s?k=rtx+12gb>",Tetsuya Shibao,2025-07-29 22:20:20.956729
"Re:ほほう
<https://www.hpc.co.jp/product/local_llm_set/>",Tetsuya Shibao,2025-07-29 22:21:21.854039
Re:クラウドでGPUぶん回したい（お金が飛んでいく,Tetsuya Shibao,2025-07-29 22:22:14.434689
"Re:桁見間違えた　*7,950,000円*",Tetsuya Shibao,2025-07-29 22:23:20.147929
"Re:Google Veo3
<https://gemini.google/overview/video-generation/?hl=ja>",Tetsuya Shibao,2025-07-29 22:24:25.223249
"Re:Adobe？
<https://www.adobe.com/jp/products/firefly.html>",Tetsuya Shibao,2025-07-29 22:25:02.418159
Re:3アカウント...おかねもち...,Tetsuya Shibao,2025-07-29 22:26:00.914649
Re:&gt; AIの学習データは、著作権が消滅したコンテンツやAdobe Stockの画像で構成されているため、生成した画像を商用利用でき、著作権侵害のリスクが低い点がメリットです。,Tetsuya Shibao,2025-07-29 22:27:25.059519
Re:背景のワシ？,古川格(運営),2025-07-29 22:28:22.960529
Re:和紙？,古川格(運営),2025-07-29 22:28:37.475219
Re:鷲,古川格(運営),2025-07-29 22:28:45.843989
"Re:Canva、Affinity買収してた...？！
<https://kyokuti.jp/tools4290>",Tetsuya Shibao,2025-07-29 22:29:13.690719
"Re:Affinityが脱Adobeなので買収してAdobe対抗か、Canva
<https://affinity.serif.com/ja-jp/press/newsroom/canva-press-release/?srsltid=AfmBOopZthQiXIgj3hMRzB6M2IKP-ErYJmn6hU8Ksvq7flVAD-N0R_E4>",Tetsuya Shibao,2025-07-29 22:30:31.577519
"Re:最近良く見る生成AI YouTube
<https://www.youtube.com/channel/UCxQTBRfbr2M22P5v0kPDKUA>",Tetsuya Shibao,2025-07-29 22:31:12.786949
Re:すごしゅぎぃ,Tetsuya Shibao,2025-07-29 22:31:19.849909
"Re:Claudeの制限えぐしゅぎぃ
```Current: Usage limit that resets every 5 hours (no change)
New: Overall weekly limit that resets every 7 days
New: Claude Opus 4 weekly limit that resets every 7 days
As we learn more about how developers use Claude Code, we may adjust usage limits to better serve our community. ```",Tetsuya Shibao,2025-07-29 22:33:32.031199
"Re:GitHub Spark、なるほどな
<https://github.blog/changelog/2025-07-23-github-spark-in-public-preview-for-copilot-pro-subscribers/>",Tetsuya Shibao,2025-07-29 22:35:41.533809
"Re:なんやこのCopilotのキャラクター
<https://www.theverge.com/news/713715/microsoft-copilot-appearance-feature-age-mustafa-suleyman-interview>",Tetsuya Shibao,2025-07-29 22:37:03.722529
"Re:PLAUD, Limitless ユーザいます？
<https://note.com/tkgshn/n/nb7f0acaa9198>",Tetsuya Shibao,2025-07-29 22:38:24.425539
"Re:Amazon が Fitbitみたいなデバイスの会社買ったのか
<https://www.theverge.com/news/711621/amazon-bee-ai-wearable-acquisition>",Tetsuya Shibao,2025-07-29 22:40:34.943129
"Re:ChatGPTのボイスレコーダー
<https://www.makuake.com/project/hidock_p1/>",Tetsuya Shibao,2025-07-29 22:42:37.774069
"Re:方言と文字起こし
<https://www.data-green.jp/dialect/>",Tetsuya Shibao,2025-07-29 22:45:50.613609
Re:あー、東北地域つらそう（唇しっかり開けない地域なので,Tetsuya Shibao,2025-07-29 22:46:22.500439
"Re:Sora
<https://openai.com/ja-JP/sora/>",Tetsuya Shibao,2025-07-29 22:47:31.314439
"Re:こういうの増えましたね
<https://www.youtube.com/watch?v=wxNoXZy6_ns>",Tetsuya Shibao,2025-07-29 22:50:00.382069
"Re:個人的に好きなやつ
　
*QUEEN - おジャ魔女カーニバル!! (LIVE) AI COVER*
<https://www.youtube.com/watch?v=MKBsGfszwu8>",Tetsuya Shibao,2025-07-29 22:50:51.516229
"Re:<@U05GA72QWGN> 
えぐしゅぎー",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-07-29 22:51:15.496809
Re:グラレコ作成？,Tetsuya Shibao,2025-07-29 22:52:31.237469
Re:<https://note.com/pon_pon_ponkichi/n/n70e7418ee0e6>,Tetsuya Shibao,2025-07-29 22:53:09.595979
"Re:へぇ
<https://x.com/hAru_mAki_ch/status/1904903773929300392>",Tetsuya Shibao,2025-07-29 22:53:25.810239
Re:マンホール佐々木？,古川格(運営),2025-07-29 22:57:26.377769
Re:本日はありがとうございました！:+1:,眞子 美幸,2025-07-29 22:57:56.850769
"Re:マンホール佐々木です
<https://www.youtube.com/watch?v=RWvP0TMbEPo>",Tetsuya Shibao,2025-07-29 22:58:26.844689
Re:Adobe Fireflyを久々に触ったらえらい機能面は進化していて生成速度も速くなってますが出力されるものは試行回数ががっつりいるなぁこれ…という…(CC契約者は今月までは4000クレジットもらえる…次回からはプラン内容そのものが変わる…),吉井春樹,2025-07-29 23:42:29.432579
Re:個人的にAdobeさんとこの生成が便利(そう)なのはベクターデータでの生成にやる気があることかなと思います,吉井春樹,2025-07-29 23:50:04.720189
"Re:第1回生成AIキャッチアップ会終了しました。参加の皆様ありがとうございました:blob_smile_happy_eyes:
有益な情報飛び交う１時間になったのではと思います:blob_smile_happy_eyes:また来月もやりますので、お気軽にご参加ください。
また、ネタの続報やアンサー的なtipsもSlackで共有していただければと思います:blob-wave:

一回サウナを挟んだので時間空きましたが、以下30分くらいで作成しました:laughing:

ZOOM文字起こしから個人情報を削除してsonnet４で議事録まとめ（Amazon Q dev CLI）
↓
議事録テキストからOpenAI o3でグラレコ作成
↓
グラレコとテキストから、sonnet４でHTMLに記事まとめ
<https://ai-catchup-meeting.pages.dev/>
↓
会の概要テキストと議事録テキストから、notebooklmでポッドキャスト作成

この後cursorでFBの投稿記事書かせて寝ます:laughing:",古川格(運営),2025-07-30 01:22:06.673869
Re:主体が入れ替わったりpodcastのこと言ったりしてますが真面目に聴かないと気づかないですね。。LT会とかも相性と良さそう。,山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-07-30 08:34:08.847989
"Re:ここ最近で一番の「何を見せられているんだ」感でした:laughing:
他の動画もマンホール佐々木が終わらせてるのがあって笑った:joy:
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1753797506844689?thread_ts=1753693700.730679&amp;cid=C02V07Y5G86>",古川格(運営),2025-07-30 09:52:11.020889
"Re:Tokyo Ninja解説Podcastsです。
Youtubeリンク貼り付けただけで、ちゃんと解説になっています。。。",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-07-30 16:14:19.458439
こちらこそよろしくお願いします :blob_cheer: ,眞子 美幸,2025-07-28 00:06:24.736129
"Python勉強会終了しました:blob_smile_happy_eyes:参加の皆様ありがとうございました:+1:
今回は、Pythonの基礎文法からストイックに手書きしていく勉強会をしてみました:fire:
準備しておいて我ながら「久しぶりにこんなにコード手書きしたな～」と感じました:laughing:内包表記なんかの文法についても、時々手書きして思い出しとくことも大事かなと思います:blob_smile_happy_eyes:
これからも、なるべく手書きの時間が取れる勉強会を行なっていきたいと思います:blob_smile_happy_eyes:皆さんご参加よろしくお願いします:+1:",古川格(運営),2025-07-28 00:02:03.767889
"Re:Python勉強会、楽しかったです。内包表記使ったらスマートになりますね。今度使ってみます:blush: 
その他も盛りだくさんで、勉強になりました。ありがとうございました:blob_cheer:",寺脇 千登勢,2025-07-28 07:37:41.082929
"# 名前と年齢を変数に代入
name = ""山田太郎""
age = 25

# 紹介文を出力
print(f""こんにちは！私の名前は{name}"")
print(f""年齢は{age}歳です。"")

# 辞書を使ったプロフィールカード
Profile = {
    ""名前"": ""山田太郎"",
    ""年齢"": 25,
    ""趣味"": [""読書"",""プログラミング"",""旅行""],
    ""好きな言語"": ""python""
    }
#　プロフィールカードの表示
print(""===== プロフィールカード ====="")
for key, value in profile.items():
    print(f""{key}: {value}"")",大久保吉徳,2025-07-27 22:31:37.418489
"# 名前と年齢を変数に代入
name = ""山田太郎""
age = 25

# 紹介文を出力
print(f""こんにちは！私の名前は{name}"")
print(f""年齢は{age}歳です。"")

# 辞書を使ったプロフィールカード
Profile = {
    ""名前"": ""山田太郎"",
    ""年齢"": 25,
    ""年齢"": [""読書"",""プログラミング"",""旅行""],
    ""好きな言語"": ""python""
    }
#　プロフィールカードの表示
print(""===== プロフィールカード ====="")
for key, value in profile.items():
    print(f""{key} {value}"")",大久保吉徳,2025-07-27 22:27:19.039589
エラーが出ておりわかるようでしたらお願い致します,大久保吉徳,2025-07-27 22:26:52.582799
"```こんにちは！私の名前は山田太郎
年齢は25歳です。
===== プロフィールカード =====
---------------------------------------------------------------------------
NameError                                 Traceback (most recent call last)
/tmp/ipython-input-4-4262862040.py in &lt;cell line: 0&gt;()
     16 #　プロフィールカードの表示
     17 print(""===== プロフィールカード ====="")
---&gt; 18 for key, value in profile.items():
     19     print(f""{key} {value}"")```
NameError: name 'profile' is not defined",大久保吉徳,2025-07-27 22:25:56.660069
第一章終わりました。,眞子 美幸,2025-07-27 21:58:40.773709
第1章終わりました。,寺脇 千登勢,2025-07-27 21:52:27.434979
すみません、コード入力しましたが、いろんなエラーがでてますが、、画面共有できますか？,眞子 美幸,2025-07-27 21:49:27.816069
よろしくお願いします。,寺脇 千登勢,2025-07-27 21:39:22.398939
